Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo
Hombres,Ceuta,FABRICACIÓN MECÁNICA,,BASICO
Hombres,Ceuta,HOSTELERÍA Y TURISMO,20.9,BASICO
Hombres,Ceuta,IMAGEN PERSONAL,53.8,BASICO
Hombres,Ceuta,IMAGEN Y SONIDO,,BASICO
Hombres,Ceuta,INDUSTRIAS ALIMENTARIAS,,BASICO
Hombres,Ceuta,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Ceuta,INFORMÁTICA Y COMUNICACIONES,,BASICO
Hombres,Ceuta,INSTALACIÓN Y MANTENIMIENTO,57.5,BASICO
Hombres,Ceuta,"MADERA, MUEBLE Y CORCHO",,BASICO
Hombres,Ceuta,MARÍTIMO-PESQUERA,,BASICO
Hombres,Ceuta,QUÍMICA,,BASICO
Hombres,Ceuta,SANIDAD,,BASICO
Hombres,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Ceuta,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Hombres,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,30.9,BASICO
Hombres,Ceuta,VIDRIO Y CERÁMICA,,BASICO
Hombres,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,63.8,BASICO
Hombres,Melilla,ADMINISTRACIÓN Y GESTIÓN,59.6,BASICO
Hombres,Melilla,AGRARIA,,BASICO
Hombres,Melilla,ARTES GRÁFICAS,82.2,BASICO
Hombres,Melilla,ARTES Y ARTESANÍAS,,BASICO
Hombres,Melilla,COMERCIO Y MARKETING,64.3,BASICO
Hombres,Melilla,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Hombres,Melilla,ELECTRICIDAD Y ELECTRÓNICA,36.6,BASICO
Hombres,Melilla,ENERGÍA Y AGUA,,BASICO
Hombres,Melilla,FABRICACIÓN MECÁNICA,58.3,BASICO
Hombres,Melilla,HOSTELERÍA Y TURISMO,57.3,BASICO
Hombres,Melilla,IMAGEN PERSONAL,66.7,BASICO
Hombres,Melilla,IMAGEN Y SONIDO,,BASICO
Hombres,Melilla,INDUSTRIAS ALIMENTARIAS,,BASICO
Hombres,Melilla,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Melilla,INFORMÁTICA Y COMUNICACIONES,62.8,BASICO
Hombres,Melilla,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,Melilla,"MADERA, MUEBLE Y CORCHO",67.5,BASICO
Hombres,Melilla,MARÍTIMO-PESQUERA,,BASICO
Hombres,Melilla,QUÍMICA,,BASICO
Hombres,Melilla,SANIDAD,,BASICO
Hombres,Melilla,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Melilla,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Hombres,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,47.7,BASICO
Hombres,Melilla,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Andalucía,ACTIVIDADES FÍSICAS Y DEPORTIVAS,100.0,BASICO
Mujeres,Andalucía,ADMINISTRACIÓN Y GESTIÓN,75.2,BASICO
Mujeres,Andalucía,AGRARIA,66.7,BASICO
Mujeres,Andalucía,ARTES GRÁFICAS,68.2,BASICO
Mujeres,Andalucía,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Andalucía,COMERCIO Y MARKETING,73.7,BASICO
Mujeres,Andalucía,EDIFICACIÓN Y OBRA CIVIL,77.2,BASICO
Mujeres,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,62.3,BASICO
Mujeres,Andalucía,ENERGÍA Y AGUA,,BASICO
Mujeres,Andalucía,FABRICACIÓN MECÁNICA,71.7,BASICO
Mujeres,Andalucía,HOSTELERÍA Y TURISMO,69.7,BASICO
Mujeres,Andalucía,IMAGEN PERSONAL,74.2,BASICO
Mujeres,Andalucía,IMAGEN Y SONIDO,,BASICO
Mujeres,Andalucía,INDUSTRIAS ALIMENTARIAS,81.5,BASICO
Mujeres,Andalucía,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Andalucía,INFORMÁTICA Y COMUNICACIONES,73.2,BASICO
Mujeres,Andalucía,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Andalucía,"MADERA, MUEBLE Y CORCHO",69.8,BASICO
Mujeres,Andalucía,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Andalucía,QUÍMICA,,BASICO
Mujeres,Andalucía,SANIDAD,,BASICO
Mujeres,Andalucía,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Andalucía,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,77.1,BASICO
Mujeres,Andalucía,"TEXTIL, CONFECCIÓN Y PIEL",54.1,BASICO
Mujeres,Andalucía,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,72.7,BASICO
Mujeres,Andalucía,VIDRIO Y CERÁMICA,45.7,BASICO
Mujeres,Aragón,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Aragón,ADMINISTRACIÓN Y GESTIÓN,62.4,BASICO
Mujeres,Aragón,AGRARIA,60.3,BASICO
Mujeres,Aragón,ARTES GRÁFICAS,73.2,BASICO
Mujeres,Aragón,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Aragón,COMERCIO Y MARKETING,70.0,BASICO
Mujeres,Aragón,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Aragón,ELECTRICIDAD Y ELECTRÓNICA,70.5,BASICO
Mujeres,Aragón,ENERGÍA Y AGUA,,BASICO
Mujeres,Aragón,FABRICACIÓN MECÁNICA,86.7,BASICO
Mujeres,Aragón,HOSTELERÍA Y TURISMO,79.2,BASICO
Mujeres,Aragón,IMAGEN PERSONAL,68.8,BASICO
Mujeres,Aragón,IMAGEN Y SONIDO,,BASICO
Mujeres,Aragón,INDUSTRIAS ALIMENTARIAS,100.0,BASICO
Mujeres,Aragón,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Aragón,INFORMÁTICA Y COMUNICACIONES,65.2,BASICO
Mujeres,Aragón,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Aragón,"MADERA, MUEBLE Y CORCHO",83.3,BASICO
Mujeres,Aragón,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Aragón,QUÍMICA,,BASICO
Mujeres,Aragón,SANIDAD,,BASICO
Mujeres,Aragón,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Aragón,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Aragón,"TEXTIL, CONFECCIÓN Y PIEL",75.5,BASICO
Mujeres,Aragón,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,76.2,BASICO
Mujeres,Aragón,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Principado de Asturias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Principado de Asturias,ADMINISTRACIÓN Y GESTIÓN,66.9,BASICO
Mujeres,Principado de Asturias,AGRARIA,,BASICO
Mujeres,Principado de Asturias,ARTES GRÁFICAS,,BASICO
Mujeres,Principado de Asturias,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Principado de Asturias,COMERCIO Y MARKETING,48.9,BASICO
Mujeres,Principado de Asturias,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Principado de Asturias,ELECTRICIDAD Y ELECTRÓNICA,55.6,BASICO
Mujeres,Principado de Asturias,ENERGÍA Y AGUA,,BASICO
Mujeres,Principado de Asturias,FABRICACIÓN MECÁNICA,0.0,BASICO
Mujeres,Principado de Asturias,HOSTELERÍA Y TURISMO,63.2,BASICO
Mujeres,Principado de Asturias,IMAGEN PERSONAL,61.7,BASICO
Mujeres,Principado de Asturias,IMAGEN Y SONIDO,,BASICO
Mujeres,Principado de Asturias,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,Principado de Asturias,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Principado de Asturias,INFORMÁTICA Y COMUNICACIONES,50.0,BASICO
Mujeres,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Principado de Asturias,"MADERA, MUEBLE Y CORCHO",50.0,BASICO
Mujeres,Principado de Asturias,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Principado de Asturias,QUÍMICA,,BASICO
Mujeres,Principado de Asturias,SANIDAD,,BASICO
Mujeres,Principado de Asturias,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Principado de Asturias,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Mujeres,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,47.3,BASICO
Mujeres,Principado de Asturias,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,36.4,BASICO
Mujeres,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,73.5,BASICO
Mujeres,Islas Baleares,AGRARIA,80.4,BASICO
Mujeres,Islas Baleares,ARTES GRÁFICAS,90.0,BASICO
Mujeres,Islas Baleares,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Islas Baleares,COMERCIO Y MARKETING,83.6,BASICO
Mujeres,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,100.0,BASICO
Mujeres,Islas Baleares,ENERGÍA Y AGUA,,BASICO
Mujeres,Islas Baleares,FABRICACIÓN MECÁNICA,100.0,BASICO
Mujeres,Islas Baleares,HOSTELERÍA Y TURISMO,81.3,BASICO
Mujeres,Islas Baleares,IMAGEN PERSONAL,76.1,BASICO
Mujeres,Islas Baleares,IMAGEN Y SONIDO,,BASICO
Mujeres,Islas Baleares,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,Islas Baleares,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,71.3,BASICO
Mujeres,Islas Baleares,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Islas Baleares,"MADERA, MUEBLE Y CORCHO",,BASICO
Mujeres,Islas Baleares,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Islas Baleares,QUÍMICA,,BASICO
Mujeres,Islas Baleares,SANIDAD,,BASICO
Mujeres,Islas Baleares,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Islas Baleares,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Mujeres,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,78.3,BASICO
Mujeres,Islas Baleares,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Canarias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Canarias,ADMINISTRACIÓN Y GESTIÓN,70.1,BASICO
Mujeres,Canarias,AGRARIA,65.8,BASICO
Mujeres,Canarias,ARTES GRÁFICAS,,BASICO
Mujeres,Canarias,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Canarias,COMERCIO Y MARKETING,72.2,BASICO
Mujeres,Canarias,EDIFICACIÓN Y OBRA CIVIL,61.8,BASICO
Mujeres,Canarias,ELECTRICIDAD Y ELECTRÓNICA,56.1,BASICO
Mujeres,Canarias,ENERGÍA Y AGUA,,BASICO
Mujeres,Canarias,FABRICACIÓN MECÁNICA,75.0,BASICO
Mujeres,Canarias,HOSTELERÍA Y TURISMO,76.9,BASICO
Mujeres,Canarias,IMAGEN PERSONAL,69.1,BASICO
Mujeres,Canarias,IMAGEN Y SONIDO,,BASICO
Mujeres,Canarias,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,Canarias,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Canarias,INFORMÁTICA Y COMUNICACIONES,57.6,BASICO
Mujeres,Canarias,INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
Mujeres,Canarias,"MADERA, MUEBLE Y CORCHO",63.5,BASICO
Mujeres,Canarias,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Canarias,QUÍMICA,,BASICO
Mujeres,Canarias,SANIDAD,,BASICO
Mujeres,Canarias,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Canarias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,79.5,BASICO
Mujeres,Canarias,"TEXTIL, CONFECCIÓN Y PIEL",50.0,BASICO
Mujeres,Canarias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,46.7,BASICO
Mujeres,Canarias,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Cantabria,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Cantabria,ADMINISTRACIÓN Y GESTIÓN,96.1,BASICO
Mujeres,Cantabria,AGRARIA,79.4,BASICO
Mujeres,Cantabria,ARTES GRÁFICAS,100.0,BASICO
Mujeres,Cantabria,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Cantabria,COMERCIO Y MARKETING,68.9,BASICO
Mujeres,Cantabria,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Cantabria,ELECTRICIDAD Y ELECTRÓNICA,53.8,BASICO
Mujeres,Cantabria,ENERGÍA Y AGUA,,BASICO
Mujeres,Cantabria,FABRICACIÓN MECÁNICA,,BASICO
Mujeres,Cantabria,HOSTELERÍA Y TURISMO,84.0,BASICO
Mujeres,Cantabria,IMAGEN PERSONAL,81.9,BASICO
Mujeres,Cantabria,IMAGEN Y SONIDO,,BASICO
Mujeres,Cantabria,INDUSTRIAS ALIMENTARIAS,70.0,BASICO
Mujeres,Cantabria,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Cantabria,INFORMÁTICA Y COMUNICACIONES,92.2,BASICO
Mujeres,Cantabria,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Cantabria,"MADERA, MUEBLE Y CORCHO",80.0,BASICO
Mujeres,Cantabria,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Cantabria,QUÍMICA,,BASICO
Mujeres,Cantabria,SANIDAD,,BASICO
Mujeres,Cantabria,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Cantabria,"TEXTIL, CONFECCIÓN Y PIEL",92.9,BASICO
Mujeres,Cantabria,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,60.9,BASICO
Mujeres,Cantabria,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Castilla y León,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Castilla y León,ADMINISTRACIÓN Y GESTIÓN,69.3,BASICO
Mujeres,Castilla y León,AGRARIA,64.6,BASICO
Mujeres,Castilla y León,ARTES GRÁFICAS,,BASICO
Mujeres,Castilla y León,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Castilla y León,COMERCIO Y MARKETING,70.5,BASICO
Mujeres,Castilla y León,EDIFICACIÓN Y OBRA CIVIL,50.0,BASICO
Mujeres,Castilla y León,ELECTRICIDAD Y ELECTRÓNICA,69.8,BASICO
Mujeres,Castilla y León,ENERGÍA Y AGUA,,BASICO
Mujeres,Castilla y León,FABRICACIÓN MECÁNICA,55.9,BASICO
Mujeres,Castilla y León,HOSTELERÍA Y TURISMO,64.0,BASICO
Mujeres,Castilla y León,IMAGEN PERSONAL,64.9,BASICO
Mujeres,Castilla y León,IMAGEN Y SONIDO,,BASICO
Mujeres,Castilla y León,INDUSTRIAS ALIMENTARIAS,26.3,BASICO
Mujeres,Castilla y León,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Castilla y León,INFORMÁTICA Y COMUNICACIONES,61.8,BASICO
Mujeres,Castilla y León,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Castilla y León,"MADERA, MUEBLE Y CORCHO",75.0,BASICO
Mujeres,Castilla y León,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Castilla y León,QUÍMICA,,BASICO
Mujeres,Castilla y León,SANIDAD,,BASICO
Mujeres,Castilla y León,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Castilla y León,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Castilla y León,"TEXTIL, CONFECCIÓN Y PIEL",71.4,BASICO
Mujeres,Castilla y León,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,70.8,BASICO
Mujeres,Castilla y León,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Castilla La Mancha,ACTIVIDADES FÍSICAS Y DEPORTIVAS,90.6,BASICO
Mujeres,Castilla La Mancha,ADMINISTRACIÓN Y GESTIÓN,76.8,BASICO
Mujeres,Castilla La Mancha,AGRARIA,69.4,BASICO
Mujeres,Castilla La Mancha,ARTES GRÁFICAS,69.4,BASICO
Mujeres,Castilla La Mancha,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Castilla La Mancha,COMERCIO Y MARKETING,74.8,BASICO
Mujeres,Castilla La Mancha,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Castilla La Mancha,ELECTRICIDAD Y ELECTRÓNICA,53.2,BASICO
Mujeres,Castilla La Mancha,ENERGÍA Y AGUA,,BASICO
Mujeres,Castilla La Mancha,FABRICACIÓN MECÁNICA,77.8,BASICO
Mujeres,Castilla La Mancha,HOSTELERÍA Y TURISMO,73.5,BASICO
Mujeres,Castilla La Mancha,IMAGEN PERSONAL,78.7,BASICO
Mujeres,Castilla La Mancha,IMAGEN Y SONIDO,,BASICO
Mujeres,Castilla La Mancha,INDUSTRIAS ALIMENTARIAS,82.6,BASICO
Mujeres,Castilla La Mancha,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Castilla La Mancha,INFORMÁTICA Y COMUNICACIONES,71.0,BASICO
Mujeres,Castilla La Mancha,INSTALACIÓN Y MANTENIMIENTO,50.0,BASICO
Mujeres,Castilla La Mancha,"MADERA, MUEBLE Y CORCHO",0.0,BASICO
Mujeres,Castilla La Mancha,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Castilla La Mancha,QUÍMICA,,BASICO
Mujeres,Castilla La Mancha,SANIDAD,,BASICO
Mujeres,Castilla La Mancha,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Castilla La Mancha,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Castilla La Mancha,"TEXTIL, CONFECCIÓN Y PIEL",72.3,BASICO
Mujeres,Castilla La Mancha,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,65.5,BASICO
Mujeres,Castilla La Mancha,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Comunitat Valenciana,ACTIVIDADES FÍSICAS Y DEPORTIVAS,100.0,BASICO
Mujeres,Comunitat Valenciana,ADMINISTRACIÓN Y GESTIÓN,80.7,BASICO
Mujeres,Comunitat Valenciana,AGRARIA,78.6,BASICO
Mujeres,Comunitat Valenciana,ARTES GRÁFICAS,77.1,BASICO
Mujeres,Comunitat Valenciana,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Comunitat Valenciana,COMERCIO Y MARKETING,80.6,BASICO
Mujeres,Comunitat Valenciana,EDIFICACIÓN Y OBRA CIVIL,42.2,BASICO
Mujeres,Comunitat Valenciana,ELECTRICIDAD Y ELECTRÓNICA,73.5,BASICO
Mujeres,Comunitat Valenciana,ENERGÍA Y AGUA,,BASICO
Mujeres,Comunitat Valenciana,FABRICACIÓN MECÁNICA,84.1,BASICO
Mujeres,Comunitat Valenciana,HOSTELERÍA Y TURISMO,79.1,BASICO
Mujeres,Comunitat Valenciana,IMAGEN PERSONAL,77.9,BASICO
Mujeres,Comunitat Valenciana,IMAGEN Y SONIDO,,BASICO
Mujeres,Comunitat Valenciana,INDUSTRIAS ALIMENTARIAS,85.9,BASICO
Mujeres,Comunitat Valenciana,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Comunitat Valenciana,INFORMÁTICA Y COMUNICACIONES,80.6,BASICO
Mujeres,Comunitat Valenciana,INSTALACIÓN Y MANTENIMIENTO,100.0,BASICO
Mujeres,Comunitat Valenciana,"MADERA, MUEBLE Y CORCHO",95.0,BASICO
Mujeres,Comunitat Valenciana,MARÍTIMO-PESQUERA,71.4,BASICO
Mujeres,Comunitat Valenciana,QUÍMICA,,BASICO
Mujeres,Comunitat Valenciana,SANIDAD,,BASICO
Mujeres,Comunitat Valenciana,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Comunitat Valenciana,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,58.9,BASICO
Mujeres,Comunitat Valenciana,"TEXTIL, CONFECCIÓN Y PIEL",83.6,BASICO
Mujeres,Comunitat Valenciana,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,67.8,BASICO
Mujeres,Comunitat Valenciana,VIDRIO Y CERÁMICA,83.2,BASICO
Mujeres,Extremadura,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Extremadura,ADMINISTRACIÓN Y GESTIÓN,76.6,BASICO
Mujeres,Extremadura,AGRARIA,76.3,BASICO
Mujeres,Extremadura,ARTES GRÁFICAS,69.2,BASICO
Mujeres,Extremadura,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Extremadura,COMERCIO Y MARKETING,72.3,BASICO
Mujeres,Extremadura,EDIFICACIÓN Y OBRA CIVIL,100.0,BASICO
Mujeres,Extremadura,ELECTRICIDAD Y ELECTRÓNICA,57.5,BASICO
Mujeres,Extremadura,ENERGÍA Y AGUA,,BASICO
Mujeres,Extremadura,FABRICACIÓN MECÁNICA,100.0,BASICO
Mujeres,Extremadura,HOSTELERÍA Y TURISMO,68.5,BASICO
Mujeres,Extremadura,IMAGEN PERSONAL,69.0,BASICO
Mujeres,Extremadura,IMAGEN Y SONIDO,,BASICO
Mujeres,Extremadura,INDUSTRIAS ALIMENTARIAS,67.3,BASICO
Mujeres,Extremadura,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Extremadura,INFORMÁTICA Y COMUNICACIONES,53.1,BASICO
Mujeres,Extremadura,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Extremadura,"MADERA, MUEBLE Y CORCHO",40.7,BASICO
Mujeres,Extremadura,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Extremadura,QUÍMICA,,BASICO
Mujeres,Extremadura,SANIDAD,,BASICO
Mujeres,Extremadura,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Extremadura,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,97.3,BASICO
Mujeres,Extremadura,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Mujeres,Extremadura,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,100.0,BASICO
Mujeres,Extremadura,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Galicia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Galicia,ADMINISTRACIÓN Y GESTIÓN,81.6,BASICO
Mujeres,Galicia,AGRARIA,85.6,BASICO
Mujeres,Galicia,ARTES GRÁFICAS,85.6,BASICO
Mujeres,Galicia,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Galicia,COMERCIO Y MARKETING,83.7,BASICO
Mujeres,Galicia,EDIFICACIÓN Y OBRA CIVIL,81.8,BASICO
Mujeres,Galicia,ELECTRICIDAD Y ELECTRÓNICA,86.4,BASICO
Mujeres,Galicia,ENERGÍA Y AGUA,,BASICO
Mujeres,Galicia,FABRICACIÓN MECÁNICA,87.5,BASICO
Mujeres,Galicia,HOSTELERÍA Y TURISMO,81.5,BASICO
Mujeres,Galicia,IMAGEN PERSONAL,69.2,BASICO
Mujeres,Galicia,IMAGEN Y SONIDO,,BASICO
Mujeres,Galicia,INDUSTRIAS ALIMENTARIAS,90.8,BASICO
Mujeres,Galicia,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Galicia,INFORMÁTICA Y COMUNICACIONES,82.5,BASICO
Mujeres,Galicia,INSTALACIÓN Y MANTENIMIENTO,50.0,BASICO
Mujeres,Galicia,"MADERA, MUEBLE Y CORCHO",72.6,BASICO
Mujeres,Galicia,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Galicia,QUÍMICA,,BASICO
Mujeres,Galicia,SANIDAD,,BASICO
Mujeres,Galicia,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Galicia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,100.0,BASICO
Mujeres,Galicia,"TEXTIL, CONFECCIÓN Y PIEL",56.9,BASICO
Mujeres,Galicia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,53.5,BASICO
Mujeres,Galicia,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Comunidad de Madrid,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Comunidad de Madrid,ADMINISTRACIÓN Y GESTIÓN,68.2,BASICO
Mujeres,Comunidad de Madrid,AGRARIA,66.7,BASICO
Mujeres,Comunidad de Madrid,ARTES GRÁFICAS,65.6,BASICO
Mujeres,Comunidad de Madrid,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Comunidad de Madrid,COMERCIO Y MARKETING,69.9,BASICO
Mujeres,Comunidad de Madrid,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Comunidad de Madrid,ELECTRICIDAD Y ELECTRÓNICA,50.3,BASICO
Mujeres,Comunidad de Madrid,ENERGÍA Y AGUA,,BASICO
Mujeres,Comunidad de Madrid,FABRICACIÓN MECÁNICA,55.8,BASICO
Mujeres,Comunidad de Madrid,HOSTELERÍA Y TURISMO,71.1,BASICO
Mujeres,Comunidad de Madrid,IMAGEN PERSONAL,65.7,BASICO
Mujeres,Comunidad de Madrid,IMAGEN Y SONIDO,,BASICO
Mujeres,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,Comunidad de Madrid,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,65.1,BASICO
Mujeres,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",76.0,BASICO
Mujeres,Comunidad de Madrid,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Comunidad de Madrid,QUÍMICA,,BASICO
Mujeres,Comunidad de Madrid,SANIDAD,,BASICO
Mujeres,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Mujeres,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,50.4,BASICO
Mujeres,Comunidad de Madrid,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
